AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,Cent7,Pfreq7,Ppeak7,skew7,kurt7,Hmob7,Hcomp7,AM8,BM8,ent8,Cent8,Pfreq8,Ppeak8,skew8,kurt8,Hmob8,Hcomp8,AM9,BM9,ent9,Cent9,Pfreq9,Ppeak9,skew9,kurt9,Hmob9,Hcomp9,AM10,BM10,ent10,Cent10,Pfreq10,Ppeak10,skew10,kurt10,Hmob10,Hcomp10,AM11,BM11,ent11,Cent11,Pfreq11,Ppeak11,skew11,kurt11,Hmob11,Hcomp11,decTime,n_modes
0.003585777349032537,13.759809194314629,3.834801649652067,8.961992757782392,0.007674668931475377,9.6734211047618,0.0062308173028873,1.1859786465954052,0.03190278799126668,1.0704278844838566,0.0014453507184069706,2.044962203431387,3.5600533800381986,5.418164877775308,0.0011405848356000816,5.660815392948843,-0.005268100723081623,1.6454067017458875,0.019671055570767187,1.1378652646329894,0.0010121090516828147,0.9360139048191911,3.8495820802422047,2.9914826484662167,0.000522071070558142,2.384017574500119,0.0017042591576915433,0.8370907017571745,0.01110435388127673,1.2231938111886147,0.001137295652914488,1.2329590055300041,3.752689484779767,1.4865486128031087,0.0006876675918404845,0.9647259046331071,0.032759118100320256,1.2254743652991378,0.005616707102743174,1.3044453684663286,0.0013139726714365702,1.604172095305617,4.028539503630773,0.7385480804549786,0.000894699983181468,0.5428627124376129,0.010481494558158043,0.7384889264770647,0.0028289782896756465,1.3549776047115591,0.001431287995783724,1.8460814473537954,4.0705909561196645,0.39894341689750734,0.0010295567745526146,0.4676467944492689,-0.02894849184336362,0.359218540733925,0.001467696490568535,1.3168445770464796,0.0014106816918467082,1.8110039967088911,4.133277740301095,0.19209127963037625,0.0010100583631843406,0.20929646744582664,-0.012058774882264396,0.3913509689689536,0.0006824642429134117,1.2540605661335258,0.001174112155605578,1.3028552946121525,4.21956467422531,0.07242432816379628,0.0007210449917126486,0.08502668989986707,0.22666453820275645,0.3950032579939968,0.0002746795511583615,1.329634553261965,0.0008509683509810885,0.6698477384079627,4.327654257344574,0.07051539914872222,0.0003735624565242873,0.02289180112688729,0.5556667120528239,0.35006887285758737,0.00013943960287291692,1.4804489720448348,0.0006848122424152584,0.375275590925458,4.445205538684168,0.014783898462328684,0.00019163197809528808,0.0065405146076820825,-0.020966031894179067,-0.9617971426017484,5.3111402436920194e-05,1.6155314521525426,0.00033619973932015097,0.07922739597707219,4.4644932515487685,0.021842646714238058,4.4187238647559785e-05,0.009810771911523124,-0.15051147400198,-1.2670728773634767,2.6890507840723956e-05,1.3056205154801785,0.00034437086503034524,0.07688559895251283,3.8827329338318544,0.016449812271688485,3.980886074476951e-05,0.0032702573038410412,-1.0291086936820033,-0.4537654528604276,7.587224114839384e-06,1.852012868767939,7.782002925872803,12.0
