AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,decTime,n_modes
0.2792745630883044,15128.999221348497,3.846174438035787,7.993444230308814,60.515996884779575,6.0,-0.0032451637355553104,1.4534842838936735,0.20662358274357548,1.1050334393073207,0.20637018140440896,6861.604106480099,4.159493129027276,29.99640209939044,27.446416425917292,30.0,-0.0003365297553237295,-0.029908468163881263,0.7361939585319466,1.0000698637414143,0.22253108024597168,2.0
