AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,decTime,n_modes
14.760004700419984,24226017.12113785,4.431923294108558,6.00150758084208,96904.06848082432,6.003030303030303,0.0004374258160633461,-1.1103860721707857,0.15064622295006067,1.00156606269924,22.04294397827721,54204134.944539316,4.4198120655498165,29.999722796713787,216816.5397781514,29.996969696969696,1.3456520267796826e-05,-1.10543146073648,0.736244206075225,1.00002611325057,23.619117631531132,62206233.61503508,4.422874482016415,10.00102112338273,248824.9344596581,9.996969696969696,-0.00018618078186750207,-1.1078107668510826,0.25070251463280135,1.000227796785224,8.908112519618587,8848260.572330251,3.9310144051887788,6.004838663295565,35393.04228557832,5.996969696969697,0.00725904832803077,-1.0666467602758678,0.15054115837786433,1.0041952622314618,12.586607217788696,4.0
