AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,decTime,n_modes
6.626052038390858,8846813.719791146,3.539630136616963,6.007244573036968,35387.25487266768,6.003030303030303,0.009691363872540404,3.738792075324368,0.15057646449574902,1.004736757510575,9.812621634277884,19508934.138103683,3.536890341305584,29.997703868457876,78035.73655240437,30.003030303030304,0.00031595003420356317,3.801317954230398,0.7361768426453853,1.0000735881267564,10.50682412682027,22328898.931586392,3.538990302687289,10.002520659140371,89315.5957255085,9.996969696969696,0.0004943730369841724,3.777853429762221,0.2507572044617161,1.000672493201227,3.9254337756797333,3129028.4451784138,2.991834516033542,6.032005564867426,12516.11377409741,5.996969696969697,0.0945781637925257,4.848002089518559,0.1500825950274807,1.0130932780317634,12.649074077606201,4.0
