AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,decTime,n_modes
0.396745563602823,16023.803215786947,4.334476947459158,6.002835360338057,64.09521285839706,6.0,-0.00010621534362655069,-1.4996725106682196,0.15063047641775967,1.0003392348635007,0.5928312598873327,35865.55201595764,3.2225458306547847,30.000064736684703,143.462208063823,30.0,-8.025447779448172e-07,-1.4999080629671029,0.7362557889887711,0.9999931129898199,0.6355255434337,41223.76611395379,3.235166974289186,10.000360269158465,164.8950644552001,10.0,2.450267819414528e-05,-1.4994346290417615,0.2506761519789239,1.0000182683196042,0.23991931881047301,5862.681129661638,3.773388533329276,6.014346294043766,23.450724513884296,6.0,-0.0006055113625498364,-1.4917198614119465,0.15056013948505745,1.0009687648294565,15.131239891052246,4.0
