AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,decTime,n_modes
64.65775006314625,450512812.5573542,4.317234971784337,0.022048719059372546,901025.6251146728,0.006060606060606061,-0.6031103063963827,-0.859104021153692,0.0009533746515429077,69.62146903871967,0.8549956800226369,94441.0938010197,3.833914814053964,11.030818363139451,188.88218760203938,9.848484848484848,-0.0007437041153781172,0.0017818288121489445,0.14290819645991723,1.163485457038199,1.9216732944005424,478401.32310599193,4.011673546167997,3.293280605660437,956.802646211984,2.7818181818181817,0.02412754617767975,0.04348710887153251,0.0449185222480191,1.713280310519953,0.4833109440181306,30284.029329489917,3.9544808930310524,25.359730925752885,60.56805865897984,23.618181818181817,0.006061814079424021,-0.02785328170510981,0.3229537080650866,1.0771916954108685,27.959645748138428,4.0
