AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,Cent7,Pfreq7,Ppeak7,skew7,kurt7,Hmob7,Hcomp7,AM8,BM8,ent8,Cent8,Pfreq8,Ppeak8,skew8,kurt8,Hmob8,Hcomp8,AM9,BM9,ent9,Cent9,Pfreq9,Ppeak9,skew9,kurt9,Hmob9,Hcomp9,AM10,BM10,ent10,Cent10,Pfreq10,Ppeak10,skew10,kurt10,Hmob10,Hcomp10,AM11,BM11,ent11,Cent11,Pfreq11,Ppeak11,skew11,kurt11,Hmob11,Hcomp11,AM12,BM12,ent12,Cent12,Pfreq12,Ppeak12,skew12,kurt12,Hmob12,Hcomp12,decTime,n_modes
0.003585066498754586,13.758094271887755,3.834672700101268,8.962180927644159,0.007673712217485702,9.6734211047618,0.006187737722449427,1.1870503841830669,0.03190339246585577,1.0704185734698273,0.0014456158113049112,2.045101093272017,3.5599321454050603,5.419450311202802,0.0011406636073338695,5.660815392948843,-0.004135080399911086,1.6461844065008338,0.019676516820456538,1.1378754050210311,0.001009244813847358,0.9294234735470935,3.8473446563687803,3.0043198545039753,0.0005183952000738965,2.384017574500119,0.003136135991644577,0.8487397046043292,0.011142267757475338,1.2199539841663392,0.0012046386881550196,1.3947835898368794,3.7813098356799593,1.4479291085397528,0.0007779533743052883,1.2623193192826418,0.05522339732095124,1.1826240105642318,0.005481191255217154,1.3131391240933066,0.0012755964870694977,1.4381493204025664,4.0669944952365595,0.7364300846432021,0.0008020689052660737,0.5886463146913874,-0.005267100586667928,0.3367015453614477,0.002744352442984746,1.2946254759404818,0.0014401096155736252,1.8610668805867627,4.088560427066614,0.38084521757011336,0.0010379609763219164,0.4676467944492689,-0.052674155836231557,0.4288337852739379,0.0013985704874310758,1.2753904960319034,0.0015130038444082766,2.0271098958589215,4.224416452373785,0.17006760069456692,0.0011237265136186858,0.20929646744582664,0.062030108279397714,0.010436549138533202,0.000597767967586629,1.2658430125639057,0.0012847131600596468,1.4265574389276396,4.3368047810893495,0.05619044723092078,0.0007939664284427874,0.03270257303841041,-0.2294313375806306,-0.07430409572851726,0.00022489330563421698,1.468617786342132,0.0007085797831462254,0.4764084252799473,4.272090641117291,0.036927629277314404,0.00026541117352788717,0.019621543823046247,0.3075689298646915,0.42280851868932956,0.00012371326549420405,1.6260106440076152,0.00043359959406648514,0.1710809780197781,4.168922842075309,0.031163617336196645,9.521911897670483e-05,0.03270257303841041,0.03903719484402721,0.5206450554700632,0.00011386336186939535,1.1352183516540286,0.00023279057283020547,0.0418203804631246,4.4007204464394425,0.011938904118221124,2.3311261695328006e-05,0.009810771911523124,0.30766582099750206,-0.6795802242060551,3.9634354131057636e-05,1.173026433632829,0.00022670304665979018,0.048738295683582025,4.198967131379609,0.015270235652555447,2.619671825345926e-05,0.0032702573038410412,-0.6506281946196023,-0.4757446818770652,1.1323114906178908e-05,1.5213206243104087,9.38227280093548e-05,0.00618673242027136,4.208161814501918,0.021035730362961462,3.4502744998504932e-06,0.0032702573038410412,-0.5371530578895688,-1.1380095960923131,3.5237768529296084e-06,1.833089063211658,9.109546899795532,13.0
