AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,Cent7,Pfreq7,Ppeak7,skew7,kurt7,Hmob7,Hcomp7,AM8,BM8,ent8,Cent8,Pfreq8,Ppeak8,skew8,kurt8,Hmob8,Hcomp8,AM9,BM9,ent9,Cent9,Pfreq9,Ppeak9,skew9,kurt9,Hmob9,Hcomp9,AM10,BM10,ent10,Cent10,Pfreq10,Ppeak10,skew10,kurt10,Hmob10,Hcomp10,decTime,n_modes
0.0031179759116288833,10.718859538796512,3.7601034761297,8.573180127677446,0.005978095350211207,8.47650693155598,0.014204378712946678,1.4274927002510696,0.030630461261610967,1.091271514803838,0.0013286063789973747,1.5926712365089137,3.773356740615899,5.454423871572466,0.0008883282590448214,5.863571345786987,0.00876703530699016,0.6502060333271449,0.019906466726396788,1.1584397695607656,0.001081757903833014,1.096021529545383,3.5129395049592658,2.732662198104034,0.0006112987179504577,2.8222320532148184,-0.04885432072779371,1.8592462067898623,0.010330434664271665,1.2840395601537664,0.0011095350735385924,1.2931559813638278,3.2936614496668017,1.2917970867446675,0.000721270389247552,1.2263464889403906,0.18351799921794576,5.755254565692736,0.004942986904665683,1.3387662501075248,0.0011804188631905582,1.441892100910617,3.2633516975398114,0.6757677597718856,0.0008036432577374535,0.7227268641488701,0.21547969223327398,6.474837460342474,0.002526092769248534,1.2567643527351047,0.0011807037647806483,2.1619855185615258,2.873785933337944,0.30206596894292426,0.0012054209691478683,0.3695390753340377,0.7099810444342365,22.760198553173655,0.0011055356174259432,1.2476894971791213,0.001104917429373217,1.112833129016679,4.019748573177787,0.16450185699631986,0.0006206402395860915,0.17659389440741624,-0.07321709584452593,0.7123280361636355,0.0005726581216905001,1.2461176714697584,0.0008692100358128808,0.8031931675682291,3.945565176595513,0.06097811392389788,0.00044605678807613567,0.062134888772979784,0.09975776210427124,1.9967696691434522,0.00021080936104121215,1.2861793263313508,0.0005011295616932436,0.20165131707484185,4.418750934432337,0.04366072859018398,0.00011215997400711561,0.02943231573456937,-0.1433992095404029,-0.5701310003707922,9.641511450240989e-05,1.2145441233297039,0.00022950239939294087,0.03741907311629053,4.440498842580272,0.026893982004987417,2.0759176832521498e-05,0.009810771911523124,0.08760058324803616,-1.2111775122791706,2.9110930260449775e-05,1.633063638206304,8.468921117928119e-05,0.005443236878623489,4.4212025400171004,0.005314457052444291,2.6880082784141636e-06,0.0032702573038410412,0.15756694447861358,-1.178598303018659,1.0930160177159848e-05,1.0480137551606257,5.918187141418457,11.0
