AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,decTime,n_modes
0.0032843433790159375,11.42337976566412,3.7716303890424885,8.434593860316323,0.006371504172906719,8.590965937190415,-0.03222742274601526,1.539789947580057,0.029986385384090205,1.0682714701542242,0.002643882569725049,8.190361068075365,3.013722436442996,0.8737172429993929,0.0045682556995704756,0.3695390753340377,-2.443137222130092,28.444803959211956,0.005063013140448201,4.857427604165071,66.82407402992249,2.0
