AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,decTime,n_modes
0.0037000174882466574,14.465379623047006,3.7166690166367875,8.835501891132306,0.008068209980022981,9.6734211047618,-0.02527697340182152,1.46233989900679,0.03134711397719767,1.0551151738447766,0.0031134809487441883,8.944520942505937,3.803100285823527,0.8856928127751459,0.004988895902868096,0.042513344949933536,-0.35768662998725476,1.313218929753302,0.00535530080519164,4.430096026034005,345.08599495887756,2.0
