AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,decTime,n_modes
0.0034116821653223895,1.1857054688759152,4.466694942556312,12.001136324204575,0.0023714109377044094,12.0,3.3829536681628227e-06,-1.4955771031489276,0.1506517803268668,1.000196757104453,0.005095454820275741,2.648222513874726,4.253740885492049,20.00088647973991,0.00529644502774331,20.0,2.6316861455677144e-05,-1.4952936306936506,0.25068088897537216,1.0000484920939516,0.0011225835406999745,0.1287574570496389,4.002225505871719,12.017112751963971,0.0002575149140517018,12.0,-0.00024258642125444223,-1.4728775097631672,0.15060140333269723,1.0016382133713138,0.00012501374325005215,0.0030238952247083673,1.8639227384098593,7.366675045262602,6.0477837103705315e-06,3.5575757575757576,-1.6352181101403978,148.6935134645863,0.05045888933721405,2.0023788019286184,0.00012679368467880686,0.002328594300268319,2.5010338235479668,31.91994319472628,4.65718859956651e-06,32.78787878787879,0.007332048171136616,5.744789325315338,0.398513013554393,1.0207478642222458,0.00013336238359331847,0.001827373807913192,2.943969278396246,59.86345735773874,3.654747615749893e-06,60.0,-0.001675974734439203,-1.25991826554993,0.7348110582791428,1.0001623785397833,22.996865272521973,6.0
