AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,Cent7,Pfreq7,Ppeak7,skew7,kurt7,Hmob7,Hcomp7,decTime,n_modes
52.797091965537945,382485566.38254267,4.044465058474942,0.018095080953370837,764971.1327650709,0.006060606060606061,-0.9404920646663499,0.06225855954195625,0.0005397977204177126,48.439082774877804,0.5650672439959616,41661.10312427157,3.8913701680545274,10.42381945328014,83.32220624854318,10.133333333333333,-0.002280894575547987,0.1036400932761472,0.13193772100372098,1.0377479724480783,2.9792419145239846,1180886.5246564285,4.061669885148323,1.0568951418779469,2361.773049312857,0.896969696969697,-0.10540226344541469,0.21645933808510343,0.014163208210994637,1.840799911789495,1.3721294171869987,245769.45643495896,4.060865673264262,3.102940023939986,491.53891286991814,2.933333333333333,0.005517825420361715,-0.009097404908206652,0.039902838042125625,1.1682859693073067,0.8273394059096186,89028.16033509391,4.047445977966794,6.181970980585912,178.05632067018783,5.945454545454545,-0.008094411287295149,-0.03449174537057198,0.07864014171929959,1.0680118899429514,0.41793244629077475,22837.23931769354,3.9137671369463103,15.992014153789915,45.674478635387075,15.612121212121211,-0.000670453926925469,0.02818091910799847,0.20170421502586047,1.0248877335653017,0.32264353130491735,13559.95254265396,3.900193834202823,23.07318700020925,27.11990508530792,22.812121212121212,-0.0006127302165723484,-0.012239278527974129,0.29014620836741983,1.018382799518544,0.2344221984934535,7135.581086014079,3.885699752594039,32.12474257530257,14.27116217202816,31.242424242424242,0.0005207151719921884,0.03760708077299313,0.4024958684455825,1.0175035585336474,270.22072768211365,8.0
