AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,decTime,n_modes
0.2035945617452282,6676.4455641557915,4.199401933283736,6.000156124877561,26.70578225657675,6.0,-0.0013746515540541445,-0.024887127086544947,0.15065028876787936,1.0000200175561555,0.1897932848228735,5820.154864135577,4.1768790689156505,9.999972072411811,23.280619456536304,10.0,-0.0005455915996950945,-0.02327346684001208,0.2506671473519748,1.0000036188597354,0.20622785216064804,6860.098212221092,4.162904949974101,29.999917230602378,27.440392848884287,30.0,-5.2985504888760305e-05,-0.03066317408026542,0.7362498991850943,1.0000006328550335,0.017890802320204856,52.76618620400788,3.0599354733935273,6.020948932468017,0.21106474476883644,6.0,0.034245878313499664,1.1789821030715482,0.15014327921529802,1.0023185992572645,0.0160777805827381,42.08343480543948,3.6068836583998496,9.999824610505579,0.16833373921574313,10.0,-0.004840417445682521,0.18826496279640326,0.25068252116771883,1.000394770163178,0.0065687346464640434,7.225842361273073,2.91947109879799,9.998297880059166,0.028903369439069657,10.0,0.001290498671898369,2.1457177286317854,0.25073383895930096,1.0022125698310298,0.008756692880688484,12.490110706056894,3.2413411541439494,9.999171955952267,0.04996044281820946,10.0,-0.004735283889056753,0.31055779536178196,0.25071122557747344,1.0012578904466463,93.03402876853943,7.0
