AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,Cent7,Pfreq7,Ppeak7,skew7,kurt7,Hmob7,Hcomp7,AM8,BM8,ent8,Cent8,Pfreq8,Ppeak8,skew8,kurt8,Hmob8,Hcomp8,decTime,n_modes
0.542559449787588,39551.25926267833,3.615787506407286,23.10822304298455,79.10251422484255,18.454545454545453,-0.01241400208947387,0.724173038402987,0.30578383890518074,1.189922114502538,0.7094085940809118,67426.87094951612,3.8564513188803993,11.824983979787108,134.85320449379682,8.987878787878788,0.0022346445170519486,0.48220573899685304,0.1578930182728509,1.2389580819290051,1.101445789430447,169601.95948518414,3.7727170144189617,5.641122759627848,339.19021799651716,4.763636363636364,0.025021119617674968,1.0172905478775673,0.07632133642633906,1.3056640196249014,1.5910405166783494,355992.6466371219,3.7937024899396308,2.636076250951477,711.9833315454425,1.8242424242424242,0.00988993725213532,1.180515577233944,0.036008569711613266,1.3380807542513478,2.268883573206184,723094.3907361412,3.848487087137635,1.274729463351245,1446.1594287298522,0.8727272727272727,0.07417672636173836,1.090529444169598,0.017347963425934247,1.3257005141944134,3.8306452704678566,2069513.970488163,3.9796646493004237,0.5594992731429159,4137.038941126392,0.40606060606060607,0.19151246552356962,1.1294338852667405,0.007566751903341922,1.3636433633895242,6.899702221467759,6731346.548017478,3.9769130350638706,0.20578934830151355,13403.027541452251,0.18181818181818182,0.2401326357228856,1.44926797249801,0.0028769810954063298,1.4535651183719258,10.057828285942927,12124818.9656152,4.41492054121393,0.08262715549922266,24242.086670933128,0.05454545454545454,0.19987510784156798,-0.6007918615397423,0.001133368882386294,1.4370451476564423,51.80163115450628,360478077.0246707,4.123767915482402,0.010688927137076932,720912.5224442825,0.006060606060606061,-1.0628087286366512,-0.022147456843174318,0.0001840477904663052,2.9801188973484223,1.4445583820343018,9.0
