AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,Cent7,Pfreq7,Ppeak7,skew7,kurt7,Hmob7,Hcomp7,AM8,BM8,ent8,Cent8,Pfreq8,Ppeak8,skew8,kurt8,Hmob8,Hcomp8,decTime,n_modes
0.5934282443301924,35880.6718709381,3.7613348885416475,29.996319534629578,143.52268745308072,30.0,-2.3118252998846334e-05,-1.499385555530921,0.7361934067646658,1.0000533074387095,0.7147865956693874,61815.64193926523,4.2513062490665385,8.585198684946892,247.2625677293379,10.0,-9.152170544616276e-06,-0.7195379905473409,0.22091287236532176,1.077268443182633,0.18378061680959853,3464.2932874951025,3.7007342076888516,6.014526789221458,13.857173114094211,6.0,-0.0006007540296941046,-1.4592498015566666,0.1507996544562198,1.014670930260237,0.07117724533064902,515.5818194771256,4.156293658729321,2.002520676650594,2.0623272776560784,2.0,-5.968844987876237e-05,-1.4983873247426835,0.05028746588395041,1.001880851809117,0.0003553744032031829,0.24882051136437214,0.594912152082801,0.3254604893775177,0.0009901969353083336,0.12424242424242424,-4.469659756757495,50.422516655808906,0.008937601568893377,2.2911924594400395,0.0005093702284215114,0.34513478904920275,0.9608040494292698,0.2954361353218957,0.0013797409645698376,0.07272727272727272,1.4348647745454035,34.11590673530908,0.004225083258145556,1.41701772990954,0.00032579126477050736,0.10957673476495394,1.459147195502127,0.18610359205385352,0.00043709950069731,0.06363636363636363,2.7481811235227696,31.55995508692107,0.001994485766819376,0.7914151240863554,0.00020038122273646704,0.010139737502342162,3.071059815029479,0.14203053746892264,4.055707120232267e-05,0.04242424242424243,1.4747717699516678,13.078672788840422,0.001417865973213933,0.7893165575700303,0.0006556290857171198,0.054806422986302325,3.907464537923951,0.051450248521753277,0.00021920714606467036,0.0030303030303030303,-0.2445507547267783,0.07570510639225914,0.0002807343879252729,1.3166435313589564,0.2999389171600342,9.0
