AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,Cent2,Pfreq2,Ppeak2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,Cent3,Pfreq3,Ppeak3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,Cent4,Pfreq4,Ppeak4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,Cent5,Pfreq5,Ppeak5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,Cent6,Pfreq6,Ppeak6,skew6,kurt6,Hmob6,Hcomp6,decTime,n_modes
0.005633765189571582,3.7351162550349093,4.428884749245282,17.651157787912833,0.007470232075352515,20.0,-0.0007299628064230245,-0.8122622929462899,0.2267276224119839,1.0868012909030798,0.001331902129697077,0.18385494071860306,3.326115431410116,12.028442041271486,0.0003677097458528536,12.0,-0.014227559455949793,-1.2366548416405296,0.15018887300516626,1.0164848527360453,0.0005568604145395583,0.03242270201581688,3.997313188188824,4.014193263226,6.484540389629631e-05,4.0,-0.0028122002489564977,-1.3161959566644494,0.050292753949466834,1.0151009429876776,7.101306608487055e-05,0.0007282153101891444,3.281648050694314,1.5014475745040836,1.4564143817302492e-06,1.2666666666666666,0.10629134304733882,2.705167831608895,0.017958156136132514,1.1318395646771215,4.2016710373040196e-05,0.00024099775607025193,3.6127636144008863,0.750260039420547,4.819327340208293e-07,0.6181818181818182,0.07764553114409944,0.8153253008703345,0.00940310403408961,1.1008989702668381,4.118754807189191e-05,0.00025400001999367706,3.5181290131924805,0.4232835910151358,5.071079148682764e-07,0.36363636363636365,0.21809929685638188,2.6510942245814277,0.004743379916692112,1.0872300536697594,3.932724169607664e-05,0.00023133405762536282,3.5014990136528996,0.24032604271487523,4.6249660396612115e-07,0.1393939393939394,-0.6760650784937294,6.105986115879903,0.001746830969720614,1.227812930478282,0.20153236389160156,7.0
