AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,decTime,n_modes
0.0032843515762205422,11.423367564744865,3.771642887190418,8.434600870016762,0.006371497367722127,8.590965937190415,-0.032237610360907984,1.5397732733312166,0.02998641897200574,1.0682707088960746,0.002643885691149603,8.19033151149521,3.013737867930811,0.8737256502945135,0.004568239214092633,0.3695390753340377,-2.4431396799098675,28.444914409184207,0.005063048524450953,4.857297684384257,82.93845391273499,2.0
