AM0,BM0,ent0,Cent0,Pfreq0,Ppeak0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,Cent1,Pfreq1,Ppeak1,skew1,kurt1,Hmob1,Hcomp1,decTime,n_modes
0.003700010300132629,14.465337988682457,3.7166365273331383,8.83550661943546,0.008068186758040267,9.6734211047618,-0.025272397938181847,1.4623618622997077,0.03134711910168186,1.0551132276373552,0.0031134803549465245,8.94449636299488,3.8031439538136054,0.8856867858695807,0.004988882193400281,0.042513344949933536,-0.3576974142568249,1.3131558254572075,0.005355262679952557,4.42995728286151,62.02537703514099,2.0
